|diff|    p a b ord est
  393823636117   16832313158604447173 5937151245615523214 8571176490547425259 16832313164636370283 16832313558460006400
  167290298582   15733663774993855021 14032808440105127903 4123269727329578696 15733663780509884202 15733663947800182784
  170292295013   17812142412394964443 11980896405983149469 16638252799197241375 17812142416333256037 17812142246040961024
  239349788516   12924440090420686183 12580261381839790467 8266840706558108464 12924440086785036444 12924440326134824960
  145920852396   11815683055692655199 6675268591585666703 11031998253253201128 11815683051001708972 11815682905080856576
  326995877589   12516630030198090023 4900315957076689037 7985848186688855620 12516630036885201195 12516630363881078784
  318636911732   11055029440980141457 9283187772586713903 5819493465075668791 11055029447232230284 11055029765869142016
  229730983990   13088169931436360911 12260082932023216655 2125193754386632383 13088169931869560886 13088169702138576896
  100637914296   13715101234028697829 8607125386520865004 11683033651877101903 13715101236053887816 13715101336691802112
  174417117298   18329140135208861813 1012190090221155531 10372371501673328447 18329140135585513358 18329140310002630656
  19244580960   16503036228312673829 14639373727408182715 7435984887109792671 16503036233464741984 16503036214220161024
  38658036382   13338184317833698511 3818053986820396005 3323007524997871222 13338184313985641826 13338184352643678208
  456044395204   12218066319567938017 3236074256790376870 5019090267203702254 12218066321407132988 12218066777451528192
  10344044617   9729844461393901021 8586074508283703408 7834559320289018652 9729844465659701175 9729844476003745792
  416409300198   16093735999073440657 4563856376787294757 15829800195896425302 16093735997301478170 16093736413710778368
  68435768930   17118130581034598303 2862686787601757556 12055548163069981343 17118130575024518754 17118130506588749824
  22362714202   9227690940108221393 3016990639842298851 9144317680752875079 9227690940891394138 9227690918528679936
  464277211992   18241491176048767379 3724650971886383919 4451373260861204138 18241491176805627048 18241491641082839040
  75415488093   15647164339853041969 14341146314529511505 8727491827598327405 15647164343946905181 15647164268531417088
  189615549888   11275385283106058141 212076437864578680 6547478894015063389 11275385279830535616 11275385090214985728
  342979063850   10698172613597472767 9955241690446961533 2644197800446044670 10698172614937227306 10698172271958163456
  77120672801   13133777372400662963 12854631911163995412 6904955289129955301 13133777367338052575 13133777444458725376
  328242112487   10482893723306563813 9778578456739353401 2529643897008121362 10482893721039874023 10482893392797761536
  273362523235   16639202766797310911 5269538468342380496 12962693718411572204 16639202759376300957 16639203032738824192
  353529207129   16235793670933584911 3072008608155362037 7653974549667117000 16235793669548644697 16235793316019437568
  39806502286   9439283091479544143 8988119998733066530 2553691543918495995 9439283095394646642 9439283135201148928
  146761159952   9659549257401146863 9357652672451168644 4440792627318320390 9659549252343982832 9659549399105142784
  126960560868   18297390679435779389 6893784586408444538 15481556895797221620 18297390685278410012 18297390812238970880
  136811749873   18076002914232374497 5904102401782418892 13397718115613937625 18076002909662895631 18076003046474645504
  199958074885   16473231549579520141 11346041209778152263 135658742845196573 16473231552567962107 16473231752526036992
  202681813956   16419336096558565889 12574902217774386880 9476639946116353103 16419336094237526980 16419335891555713024
  492573603584   13367947528531885507 4982891476157093833 4322769165208892424 13367947525469550336 13367947032895946752
  151209944661   11092306359839635751 7013193073696195111 1630237965642134169 11092306357375687083 11092306508585631744
  229552843305   15207872216553068579 719713861461524898 11779619491148474714 15207872219392404009 15207871989839560704
  488953213144   10215660999195662669 9942797219840032286 7699949866773476769 10215661000760102696 10215661489713315840
  94814045220   17873257409115615061 4387171202745110314 6563797617415306754 17873257405545216988 17873257500359262208
  278097896248   17637593395366848227 13762766915040969047 13946091240579329898 17637593397521997000 17637593675619893248
  391762422445   10418918702091737687 7265062001983684446 6004922618521255759 10418918700498037421 10418918308735614976
  404566714259   10847162293349153483 2334784848057325048 1958062618577494521 10847162290024863853 10847162694591578112
  383010969418   17780788958245226341 13051882438188147766 4096278213144439795 17780788955474270026 17780788572463300608
  140109175010   14623301105024579371 13804483946736784029 2720292929707427046 14623301099660486430 14623301239769661440
  287350089222   10544319525141757189 7564490536274413481 5379152332848284389 10544319521556634106 10544319808906723328
  368605399213   12695219264522699053 864113757903550408 7918492084935977105 12695219270928824147 12695219639534223360
  332337075176   9909551626858413091 7312560111821376100 9313032830147421937 9909551622645263384 9909551954982338560
  198359200624   11418249229145793119 3679407779231528330 5287966607901974048 11418249232417633136 11418249034058432512
  113498659462   10174130850273534643 4164983772035774407 1379017731092476159 10174130850007620230 10174130736508960768
  299483032380   14813351021843137679 732308519904651317 6595480818392138593 14813351024602147644 14813350725119115264
  395626016980   14811399790021821169 6546165035733609825 10106362535463901539 14811399795865423660 14811400191491440640
  327767743986   17144142422011547009 1017551568150201922 13945577799591066503 17144142424910930446 17144142752678674432
  187322408252   13961408240874836593 3323736711477157689 5062161137348371058 13961408246665634500 13961408433988042752
  495685549851   13856651863935636773 7270595837176336428 6910908060371888842 13856651859825606427 13856651364140056576
  417883949099   15997085632667667487 3197440603411295400 708861429574891200 15997085625210435541 15997086043094384640
  168750016308   10337737136847183643 1488868113445531059 4826435367721895911 10337737135960418100 10337736967210401792
  219470201916   11419233982818077071 5460250830749003776 8899861234966132062 11419233977006717892 11419234196476919808
  376299003488   15115454363933607353 2197191652524003754 9095560307835132743 15115454362691101088 15115454738990104576
  316517811870   17177615967949920817 15472971512521710666 9080384765238310857 17177615968156875106 17177616284674686976
  427936958872   13288077836321166883 7262492308760054269 7556445617400996648 13288077836679629208 13288077408742670336
  135263702659   11818761679234830869 9933904585133591832 11014487115545271234 11818761672902332035 11818761537638629376
  211284482160   10969700855147691791 95164553692763342 3735743553427642541 10969700855199475600 10969701066483957760
  504402937728   11568567159551652191 11320459498853714688 2373806891961251349 11568567162335262848 11568567666738200576
  19284792012   15309966067695303107 893330686349696311 10880524966404280143 15309966061809865420 15309966042525073408
  147389571246   14577938537225806423 14212554437383165122 61025683907837860 14577938541152935762 14577938688542507008
  388724623384   17255837351064377027 3512110924596738898 14285213305081155904 17255837352173303784 17255837740897927168
  398103790372   10411015718934916313 9212389958292748941 7358501675130958164 10411015720562998492 10411016118666788864
  367859286432   9862475630895290203 864696351364557742 1789599081507394137 9862475632986767776 9862475265127481344
  58581364270   10593396569160289223 1464473207436419901 4819385260154920812 10593396568993869358 10593396510412505088
  118347718879   14523370911226021631 7487641076400548212 11367648474546610037 14523370907619893025 14523371025967611904
  520070315005   12309097022087742719 6563328647231776090 12163835720960512143 12309097024068043779 12309097544138358784
  557409853030   12507797433685851733 7831085966397556612 11265630398633626600 12507797429565301146 12507797986975154176
  335361970636   17936912285228861663 1735619524800890630 3386571514927829089 17936912291175755316 17936912626537725952
  180924493523   17335692152138713729 7981864952602275278 6297181501166600996 17335692152812908243 17335691971888414720
  380908609296   15738843369508082321 10865711801239720256 6501920431923217092 15738843366170026224 15738843747078635520
  378558570706   15006060304133829341 12482989022777576752 3991224870939966957 15006060307654729938 15006059929096159232
  314536270481   10759312031549845279 1226163020003649375 8310605033246418435 10759312030068546193 10759311715532275712
  282589811828   13501357659899761969 3536236174766502141 2176197869288433164 13501357658353587316 13501357375763775488
  208671534421   11285823643499933657 10927211667449943458 6778452911190045400 11285823644937556651 11285823853609091072
  482336796341   11309939929609754423 8529828162176196735 8921471122848248023 11309939924477898421 11309939442141102080
  351252112346   9662480349727479721 2006207830475564995 1923781500973534402 9662480345852681254 9662480697104793600
  392171556476   9526784079284364329 4809143934692231687 525342674134953526 9526784077391262084 9526784469562818560
  128815183778   16695878331444773303 2528061186557851487 3025019720407109278 16695878330288982110 16695878459104165888
  521861530462   16036148973377529169 6097035758971454319 8577575329824862103 16036148970344479906 16036149492206010368
  359016146371   12027811326578879969 2955884153256368115 10508004830321245555 12027811324411533885 12027811683427680256
  268330016910   17651331241443122473 2135034281534741806 15437253391240236778 17651331242227343502 17651330973897326592
  50820643636   13245233885119306283 5678986264091995652 857154569191777301 13245233889475394356 13245233838654750720
  244576001465   14552469846526034701 9057507045620981095 10389076433216511920 14552469845772705209 14552469601196703744
  264523307912   9609831414410947327 9284330197381724744 8632829166458032587 9609831417797059704 9609831682320367616
  365346060145   14725773160204539683 2575223348352550233 12363287176737988268 14725773159109068943 14725773524455129088
  48395466781   18285781115942477999 15094046367228640993 15059723386935006788 18285781117356750877 18285781068961284096
  249049122704   16425839758943229973 1704410140005325204 3148310140229920471 16425839751883130768 16425839502834008064
  395204680228   18262821766327259593 548103693867990268 14633717849990516479 18262821771457013212 18262822166661693440
  71729264300   9334904372422574483 4455251528232521223 9118643012717072073 9334904369082381996 9334904297353117696
  277461543662   12188774411870072899 5509107969823328300 9643724850372479489 12188774410714404114 12188774688175947776
  54433326227   15333045837487513589 9141205632470275361 14777248259419544799 15333045836670393197 15333045891103719424
  151897081448   11921575919753037667 8592898669886297034 8883536300038307628 11921575922337416808 11921575770440335360
  365865663140   17996457043919569541 5451117148473766497 16135354482851786644 17996457044605598372 17996456678739935232
  396149699602   9945448415093616407 6819087281861600724 5120179973785882384 9945448414456269806 9945448810605969408
  338659588781   13178698329906188147 9371625581998716427 7207507185818707631 13178698330671102637 13178697992011513856
  530787315300   18263430721630660603 15577084617120362109 6692458377566912858 18263430727379168868 18263430196591853568
  256408887097   15892019749903714759 1454474458756681156 3711123859462544161 15892019754070106311 15892020010478993408
  490410869335   18213905386930378267 13536626483650421003 2090457113550105090 18213905384752808535 18213904894341939200
  413188244395   10410969525840382883 3172957758663235006 2717785009992634535 10410969525990177877 10410969939178422272
  313553866822   16005681236587227803 3399245523431960765 9740144716654854726 16005681239042576454 16005680925488709632
  50833512012   12537264852118556089 6061685047165088461 7181286755292187600 12537264847766038964 12537264898599550976
  99904585519   16545323527618730653 15889727388190800720 16482894463220782732 16545323531329011503 16545323431424425984
  132835154730   12687898121304542203 4499515823572326620 1421599379089389915 12687898124440017706 12687897991604862976
  246189447116   13848092520357900257 4711088921304215813 5679567556049118099 13848092519440001076 13848092765629448192
  518569485762   14267776935715229977 4674873197976755030 4665685857184403373 14267776934893689406 14267777453463175168
  243001430315   15747780820347804139 5845546703304420325 1353335697653979362 15747780820590629163 15747780577589198848
  521437191677   9825329886421681897 1586510062301275313 6639605822807347814 9825329885731888637 9825329364294696960
  6709140547   12710760129886686353 3395880069815184808 1657585815942942833 12710760130172068797 12710760136881209344
  291353819280   11532372040952888887 10750908287265461859 10356090085432904786 11532372035305633936 11532371743951814656
  332638969222   15360039233078324263 1999881515767536032 10953593825318113305 15360039234204589446 15360038901565620224
  302688671846   13580647261404875107 9849022596905249493 7362487245649905684 13580647254600542106 13580647557289213952
  471599615837   12741518350895752739 4123630975621164223 4110682866278439167 12741518346756231005 12741517875156615168
  267396744137   17887676223567875663 3969297490186908298 7040324345315435646 17887676228449172535 17887676495845916672
  385306423440   13611841087371498889 11007452607409019219 6651166414722669510 13611841087475642512 13611840702169219072
  462862013312   13190665536137411827 1297806261461162377 1070208202896655166 13190665539430241152 13190665076568227840
  360393948666   13905690317531751677 11979672483770679913 358564092530225074 13905690321856545286 13905690682250493952
  378954808850   10287223922862738307 3436083000641243518 3898993393957090990 10287223924563935726 10287224303518744576
  91102000507   12218463614008777207 5496901536382425848 4724834616487102990 12218463610047154821 12218463701149155328
  181110666548   18346618326173317711 15149802670844899812 2652143568367825047 18346618327948424500 18346618146837757952
  32804708892   10359310517333921701 1051961139581913624 9508139157912375190 10359310517663703580 10359310484858994688
  250327819352   12379066316284684931 1091640434038581267 3291899386502876385 12379066316411331672 12379066066083512320
  90170875657   17892773747403017941 185876771904064613 1618322591371610429 17892773741581410551 17892773831752286208
  469343519701   13697852830609346851 2775656334268741241 3911494158703817483 13697852828443360299 13697853297786880000
  66735894208   17741648227073454433 17052373519899032661 9104755538199095602 17741648224273624768 17741648157537730560
  342635959696   16073100020818401859 8989633376534935209 2006605240605293488 16073100022605010320 16073099679969050624
  512829797020   12589855049729393083 774151117023568401 1634665253956201468 12589855052585874076 12589854539756077056
  461120616354   11908820974319405299 10466392384096177412 716266921436789359 11908820974437517406 11908821435558133760
  256075530282   17691340259374983671 5531159852026180363 15824880845094912743 17691340259084369962 17691340003008839680
  416978360815   12680991280440255503 5156235690843610467 3149114235723844277 12680991276537534959 12680990859559174144
  306654941556   15531030244061538827 6048754637448388093 8537392836034178151 15531030245215891084 15531030551870832640
  200755994540   10719276101437041521 6917825175958715462 6732740315678683757 10719276097385701460 10719276298141696000
  78121628012   11723089653752621897 209667161767243661 11007746122254887641 11723089654249328276 11723089732370956288
  47979091048   14157188531080487863 8115261585471913345 2990645785974070972 14157188525962374040 14157188573941465088
  157368753424   13293281244073286663 7808225004621615391 5613984565663319684 13293281239908180720 13293281397276934144
  293148981330   9371771727708186499 4810892115450138131 4041378331720726881 9371771728595093422 9371772021744074752
  7948712148   10229231650592105881 6243812823333860790 884995967721896935 10229231654274615084 10229231662223327232
  354097122876   15098440146358420199 77590197657831030 657894367979314057 15098440150647393852 15098439796550270976
  415693317916   13306854180814834771 13208236308255744590 2885515371687740998 13306854184503519004 13306853768810201088
  384469010683   14261498854737806143 776573829629975977 12923100328699342245 14261498857599563525 14261499242068574208
  217997483932   16263737179176607573 5174320165174591651 10832330116193030123 16263737186041880676 16263737404039364608
  283971015338   9344827107996834197 6773398782811564601 6568473375803942230 9344827105822780758 9344827389793796096
  426424312204   14089608860849758967 1801842047539180746 6197281120177238158 14089608864339156596 14089609290763468800
  186066092374   15057178236890314939 12666241300346698759 12936261739440036776 15057178237628628650 15057178423694721024
  343597025551   18416908072055176709 4107673457452161058 17141297300559641472 18416908069775247631 18416907726178222080
  384187940316   10870248420000054469 9613640159511894299 10383186614934714943 10870248424916303324 10870248040728363008
  238064941552   17476277965489610783 3263177783139101597 6683030767085316532 17476277965704051184 17476277727639109632
  109711431537   14738377334511441857 5093410954144307516 1124837134647585165 14738377335955756913 14738377226244325376
  272237791582   10649704970656007801 3673322849697700808 4597948436654403133 10649704972131961182 10649704699894169600
  419611673448   11452372796745945007 6007728898401619486 6947119827674099788 11452372797038134120 11452372377426460672
  102617321806   12250031676251096111 11646303482621596840 3665929109118057969 12250031676876910258 12250031779494232064
  421885465648   16065702839045607437 7892630320957994139 2588681667542498853 16065702843363535824 16065703265249001472
  231582765488   11930240791569123893 4628593764931149397 7579016636130797898 11930240789996072528 11930241021578838016
  221502939273   10550785154802769621 5446710070003619128 5517642290064710836 10550785158780985481 10550784937278046208
  371139751043   14562462685444160141 654967314531070947 2411662401338802332 14562462691241808765 14562463062381559808
  491351460597   15855680657330992189 6093554907215451522 9926282595545799352 15855680659829536011 15855681151180996608
  411067021031   11726229525427002193 9326737652387138126 4597205730959057647 11726229526512863513 11726229937579884544
  36176710481   15411811566814126153 627784850080936967 1148059668960487742 15411811569405998255 15411811605582708736
  140829178906   10005054293306539463 2638832845835609349 9254364477773106843 10005054294630155238 10005054435459334144
  491672370291   11361474162468962149 1950371908528570761 5532262966935435711 11361474159974220685 11361474651646590976
  483408016756   15198426698699356213 8116963252364022776 4378077972712592946 15198426701548948108 15198427184956964864
  378093675449   10075617075590822557 6832513540761003334 7572352104990993775 10075617071777162169 10075616693683486720
  286833993199   18170985750105937241 4804854397199412263 2737983006640382333 18170985744785696239 18170985457951703040
  254910429747   16380692198681726297 14450562690619736995 8420393419996790555 16380692200975467981 16380692455885897728
  92938782648   9407642394468505357 4156827307147213083 8980719695409415016 9407642396149856328 9407642489088638976
  324088694798   12615437653426312223 7131856271571032580 6447134528935469420 12615437652222474226 12615437976311169024
  145327634434   11765780327719453171 4992337070101503777 8624705818362056766 11765780325014980606 11765780470342615040
  255240879994   16219037013932188739 14921314919780840805 6164124910504692925 16219037014053011322 16219036758812131328
  503614258543   13624849525970632109 13114426284433405402 10165895445158317061 13624849527851695471 13624849024237436928
  258813197557   16274882889005047471 6003107425712286109 9524587326598961723 16274882894596932363 16274883153410129920
  164278538016   13507435316276531857 2172733124539315898 9945812939358965728 13507435311763583200 13507435476042121216
  460043161303   13144279519367443877 5698489381641280598 183996590536861561 13144279519484080425 13144279979527241728
  439702124170   14436899493520675961 8046951570472240568 5733766569648620393 14436899494299044214 14436899934001168384
  31244465448   12068391392988418927 10258959397366179412 3290553958928339075 12068391390318474536 12068391359074009088
  290789835002   10099344958595776759 5786739369973615366 3791264664428933445 10099344963332685574 10099345254122520576
  351123602356   16305113475647593073 12727915166424864847 12395931407951995293 16305113477227805620 16305113126104203264
  26372443857   11590672272110668391 4103860627289388720 3624251717952841763 11590672274875453137 11590672248503009280
  324665092781   15109120777642307333 9735794461143788002 1997436452622195511 15109120777167579821 15109120452502487040
  270482467512   15130618373946348359 7707796948252534198 4878023749848664630 15130618374331230904 15130618103848763392
  34949165628   9790745294751915667 534664948356851926 8442230241426423513 9790745290605465028 9790745325554630656
  227099754144   17086674355324737143 4289774510819437112 4475206038138953107 17086674351329952096 17086674578429706240
  551018993743   15252699631833552199 9847102986619807820 4902468851227926308 15252699627396622257 15252700178415616000
  165988812013   11428620898159592419 9256739602027285350 6152312304069289305 11428620893232055533 11428620727243243520
  13287494078   16732311887852084647 12350896098388253972 5994401800030588185 16732311889689645502 16732311876402151424
  30024463775   15316257480824047831 473856218427939886 6830643749739951362 15316257478083671455 15316257448059207680
  301542960300   9993869408468495987 2866313552001009380 3605192388973581573 9993869405212929196 9993869103669968896
  165337606665   18272185448833355777 7783353522566286369 2897117670115592036 18272185442346227191 18272185607683833856
  830221999   9524396328227640191 691387656217143403 822585958790848460 9524396329477067089 9524396330307289088
  378705375104   10390294337532123221 4465668096957766862 2864554460614627847 10390294343824347264 10390294722529722368
  7478513556   12569105647979864509 3490240604926234743 4502947035344035879 12569105648349802604 12569105655828316160
  6123895171   11194887633060488927 6044292539579345305 6327225786208404294 11194887638798354045 11194887644922249216
  420288795720   16776497271308709853 540669344429026973 1603205248807373430 16776497270964753480 16776496850675957760
  488012880581   14910967076286046049 7234382424094707994 426784409680300516 14910967078443443515 14910967566456324096
  495557854780   13713087526860764479 1897997560834306395 11852567008982363243 13713087526947571260 13713087031389716480
  160312711977   16979052338966833663 5483121889005337688 4928711590018534693 16979052341592447785 16979052181279735808
  144494100692   10503473905285161127 1150355611128768574 2825506276738819988 10503473906952372012 10503474051446472704
  455971444139   13842403249778242837 5518764633462773733 11554941978751463063 13842403248927151531 13842402792955707392
  434245700843   15592863352518087907 3423905298476077769 7947019510876051112 15592863353036370709 15592863787282071552
  173519924537   15385379521677294923 8447917928923151293 11385333441333089192 15385379519570898233 15385379346050973696
  515987006256   17069286382145810809 1897217944658710826 7364477534380028119 17069286385561050320 17069286901548056576
  416601725067   17781030042951492319 138342170914978298 15960637378270789227 17781030048419686261 17781030465021411328
  511308643385   18255399880698031951 15614247628344288104 2984763075153713864 18255399874971221049 18255399363662577664
  110095879284   16875954171561842713 7466470399778170326 7038464957080135085 16875954164382184332 16875954274478063616
  416264924873   9839652016159087259 2336646841671506659 8210215488965948883 9839652019023032009 9839651602758107136
  526814397736   13925170155748359071 4416959619364660695 10891309691311105816 13925170157062571304 13925169630248173568
  263107355382   18004663702743188033 3089896806284832438 938729526656988417 18004663696637010678 18004663433529655296
  140979745965   13464676710214756357 7359131620587386727 12930870039412614309 13464676709329286317 13464676568349540352
  306379478336   17073127191588170863 12337692210041107928 5321089048906807648 17073127189284399808 17073127495663878144
  82579694872   14514826632660885361 6237075098571192889 1354569177920482935 14514826638528469736 14514826721108164608
  371276580530   10643277683157541993 9602949142635136902 10087190361308423961 10643277683153238350 10643278054429818880
  249249479398   15112125168331574419 9058839961597291469 2441833647891514190 15112125168531719450 15112125417781198848
  413192168292   16443113517494822141 1344776330568857368 2398679336792346287 16443113516825828508 16443113930017996800
  403667359580   16278176600840710903 7357929271258777384 7938641106345413226 16278176594402678620 16278176190735319040
  120697007183   10657934419583092451 2066779283067950364 7885033842675855382 10657934423731065777 10657934544428072960
  203112922500   13756173390031185563 1814020811848446030 13423903126581271798 13756173390434452092 13756173593547374592
  45045421628   13495003347111679889 3085230414336818211 7553400333704605352 13495003343112279612 13495003298066857984
  545976860294   14414683756878372733 1882499771686524557 2488143883177915351 14414683755585094010 14414684301561954304
  26637515858   14721312777280541221 8109415784162766466 6582975740645751299 14721312779143725998 14721312805781241856
  203961005640   9932747053228479751 5421525170522122420 877168522309541969 9932747048320895416 9932747252281901056
  135683615136   18094086581221123069 13026189583075373657 11485666068738538342 18094086578533062240 18094086714216677376
  520501923959   10897145909284843991 2693031252278698610 1723410611271735441 10897145914180571255 10897145393678647296
  222314310766   12158730314061318643 1810572430583182073 9986949580960764588 12158730310632657810 12158730532946968576
  178265423208   15633854503165447949 3256737026716989159 13688067829147525210 15633854502011765400 15633854680277188608
  17553138820   12090287016186984001 3328342230246074847 2085993804733027416 12090287016076401532 12090287033629540352
  349332507832   12217466800176550753 565511662806208236 10418339307654678747 12217466793435270328 12217466444102762496
  434819995778   13115880253109280847 8569047842000308223 9657774262428623787 13115880258873419646 13115880693693415424
  382042583960   14310009308740073801 6383486029144452682 7110808797880569595 14310009313043467368 14310009695086051328
  183523963591   17311763481596459167 16921059139472470463 119566588987856539 17311763483857089223 17311763300333125632
  237757740764   18122632477664770849 2770554920702417841 830292169797760870 18122632472854738652 18122632235096997888
  477662461784   10274135097881460529 9570658247707028077 1870123386805046124 10274135095252533080 10274134617590071296
  115125835424   17644340165180959757 14167008419697917310 8002824271035867938 17644340163842091360 17644340278967926784
  101679150121   12076918178112029069 1075816484300803182 6560655346641275756 12076918173426562089 12076918071747411968
  87182455488   14759132620222389851 6413205840789381519 12303127802546817412 14759132620059397440 14759132707241852928
  151121314366   9985481079926358443 6993547540377551952 5698978669349866898 9985481080582980158 9985480929461665792
  104847764738   14199220810485228209 4413745805175468821 9378825119349015442 14199220809295850754 14199220704448086016
  429371358936   17554506217582306607 16999938852673188828 6292898075803081510 17554506210303475416 17554505780932116480
  205375192282   13219089858422897993 1975684605420247287 760542730750237102 13219089856544685274 13219089651169492992
  29238083089   14026387347390489871 5185266574910181561 9612566713504651606 14026387342928265711 14026387372166348800
  381298697543   13824853872969031681 13533826988911992966 8588925639326630290 13824853869163472199 13824853487864774656
  407136197156   14796059397682575373 13195881949410349100 1554074260762992283 14796059398124512732 14796059805260709888
  440886343565   14115652981958007511 1900315958461995713 10758883936621845252 14115652981804255347 14115653422690598912
  107358193333   10349384200082618443 2675328060328584916 6075611936418284132 10349384201241626293 10349384093883432960
  523282151225   12170694838870742501 1941546693933270058 449641857446128604 12170694842250950457 12170694318968799232
  38312102633   14430993318998440553 9271639082805159834 6874059832893017832 14430993319224653079 14430993357536755712
  411890346230   17165063840882977057 3731230185146882901 7771197746897326286 17165063848041649930 17165064259931996160
  333591070640   17713809960024076907 15898275074484997489 15412122332129802669 17713809956225140656 17713809622634070016
  70309061708   14076992324368116889 12114893583121610313 10149210776784095471 14076992324525677492 14076992394834739200
  381489073625   10332877506634016713 9362272605922440749 1094666183912216253 10332877507304705497 10332877125815631872
  64250931026   16568796964751700631 9265306465556292865 7418739141150427741 16568796969416746834 16568796905165815808
  120346306528   16092142001991477151 13720845552214188736 13509535148476313247 16092142001504196640 16092142121850503168
  362782568817   11699334051425667089 10381695076415647367 3960022731934435800 11699334046923796849 11699333684141228032
  254419692948   9716083239128650603 8547010057893230528 5516910424064745339 9716083242890194324 9716082988470501376
  378998329540   9601282600332914537 8554161566011131769 6466176139677180314 9601282600416079676 9601282979414409216
  92153054167   18219291312942860087 9130158361614509405 2021668879126575350 18219291309653359657 18219291401806413824
  80871704960   17806261038323727139 674621771752841731 5850603546446655362 17806261039215692160 17806260958343987200
  183443770904   17015915324694316189 15351167017460854239 10269177958634150160 17015915324180410856 17015915507624181760
  331108544182   13746074252360949701 12197468464827671878 4468905991981774097 13746074248137707850 13746074579246252032
  163311062573   10713318203403338189 4164351602665615846 8100516904411423797 10713318207941840429 10713318044630777856
  188138781209   15941082612554421689 4639169872534694664 10405415215334997727 15941082606472395289 15941082418333614080
  243832208694   13081814772610597309 12563122630625260880 10056923796569052818 13081814768762240310 13081814524930031616
  510508236757   13044231529993648883 2088725402708654199 1933954086414730592 13044231528977629141 13044231018469392384
  363115337987   14954613043186049963 13723221160947820001 8824564034390838868 14954613043636230403 14954612680520892416
  202225891833   10307487400680213017 1350559785304056158 10022337406720624479 10307487405532920313 10307487203307028480
  521519890106   14511227497512627901 2032300267636476293 3662064345411177673 14511227498030563654 14511228019550453760
  241109664100   12172877707236138281 2729039467410725527 10813019465947942952 12172877707951898268 12172877949061562368
  359497207036   11468279753610894751 7100869099390312879 5001881905964582824 11468279752159916804 11468280111657123840
  448988323876   16435815826205219303 2823704087683706985 14652075870889904320 16435815820821143588 16435815371832819712
  512123046997   9522484867517511731 2086409095083480063 2632444183563760544 9522484866975167403 9522485379098214400
  2488978727   11858327460326826551 2708797145747837931 3550445020132431107 11858327461075170009 11858327463564148736
  381608289172   11320354732511150813 2074454963047208328 2458131132212213147 11320354734182734956 11320355115791024128
  244932370342   10675168535940256511 8102149416917345254 10486946376198847891 10675168534614204326 10675168289681833984
  416545094984   10236945417466624609 3800793037788452613 9772443993747483243 10236945419258708664 10236945835803803648
  6480130849   10575699874251329887 9039145797662335817 2391877541797495390 10575699877243581217 10575699870763450368
  73551465912   15069825083398252147 11666294112507695565 482472823636098373 15069825079988866488 15069825006437400576
  370165347672   11983188376058435329 4294098260548267508 6738417741987444772 11983188374179738968 11983188004014391296
  9850262368   15116820329306265653 7816433109671670002 14329011148106496902 15116820322581540000 15116820332431802368
  427666911632   12281156331495402301 6286031463797914832 327741517737489243 12281156326986403440 12281156754653315072
  9012877584   16340572389724408019 6354166631142123405 13115710795360165748 16340572385112856848 16340572376099979264
  395018670998   17078777182508443729 11134052344809880071 14958293517315665388 17078777181426062230 17078776786407391232
  466411550643   15397948491282056009 12499584215432589191 3103694686938449081 15397948496568158285 15397948962979708928
  4358390358   15145427426299251377 3311417290898687223 13430932631685257684 15145427430321668694 15145427425963278336
  335906859966   10126750918544957863 5062433143244753547 1894374107508519899 10126750917351697342 10126750581444837376
  8394031256   15770188610487836191 4945510687262818396 191727609361232027 15770188616169242472 15770188624563273728
  451423716658   12897933752176865069 1417271790634560888 5612017788094463303 12897933751236117810 12897933299812401152
  160204509596   17934400408179089413 3776555589502760495 13393426053877294523 17934400402672767388 17934400242468257792
  192896153924   12053715986195399713 463977460592008374 7833947575932835471 12053715984481928892 12053716177378082816
  252310609131   13333679402497958809 8304933646633930891 11199374678764359533 13333679401194070805 13333679653504679936
  206073458705   15928079393508402899 3116303748937829331 4707971213783559565 15928079387750076399 15928079593823535104
  270685921398   12968361146053491839 4934427008104969906 12201803965803584997 12968361146932043658 12968361417617965056
  33136054852   12568113869590663609 6331825658795448204 11145585276714429700 12568113863204007356 12568113896340062208
  518710174353   13116684955290309139 294649689250448189 732290523523845469 13116684955403494033 13116684436693319680
  113788900195   14882434027761440467 9257699124473944445 10662379436435525311 14882434026415008925 14882434140203909120
  281932769489   16395091937710079197 14135739275296646019 10443927267109261911 16395091942096021713 16395091660163252224
  305359156279   14920898051535286541 874811734642089376 11325541841821242682 14920898050119240649 14920898355478396928
  11346572414   10251880514694685187 6834263528586833667 7798284913140399313 10251880513590457470 10251880502243885056
  506713765994   10764407360041937387 3471725280330009602 8903287814862852129 10764407359129155690 10764406852415389696
  316323709935   10007006853029037199 7658122073455844063 3752684969975967637 10007006851786554385 10007007168110264320
  176510485664   14328590166112465493 5538806429567428970 6277210885923079881 14328590165573352288 14328590342083837952
  297912043879   16094748266148848279 6621721715509700354 2411106155913033157 16094748262320376167 16094747964408332288
  143696312014   12842167026293025329 3201596774815430351 8670665191528924364 12842167025866918194 12842167169563230208
  504927253772   16531908877333394569 4767702704777047389 7014089179352124132 16531908884638305012 16531909389565558784
  205523330662   18136292770923432169 8338907428415721940 10706861913989642817 18136292773083817574 18136292567560486912
  389910059525   18411882250336050967 15820551947862083528 11194437289116700829 18411882248437717509 18411881858527657984
  84601733878   10060466440598347247 1664873171238441618 4301522980779714633 10060466438362627338 10060466522964361216
